scholar_id,scholar_full_name,email,year_level,missing_cog_count
1881,"Valarao, Peregrino Veronica",pvv8766@gmail.com,2,1
1887,"Dapat, Eulogio Amado",ead7420@gmail.com,2,1
1888,"Inton, Daniel Sherwin",dsi5532@gmail.com,4,3
1891,"Dayrit, Allen Janeth",ajd3302@gmail.com,4,3
1892,"Balabis, Basilio Eleanor",beb8190@gmail.com,4,2
1894,"Tagarro, Emma",et5964@gmail.com,4,1
1895,"Untalan, Charlie",cu6992@gmail.com,3,1
1896,"Macairan, Pablito Isidra",pim4603@gmail.com,4,1
1897,"Maharais, Allen",am5348@gmail.com,2,1
1898,"Omictin, Vincent",vo2501@gmail.com,2,1
1900,"Casuga, Ophelia Beatriz",obc7605@gmail.com,4,2
1902,"Sagadraca, Daniela Fely",dfs1857@gmail.com,2,1
1904,"Catanyag, Graciela",gc4711@gmail.com,3,1
1906,"Dulay, Eugenia Beatrice",ebd9835@gmail.com,4,3
1907,"Calanoc, Tiffany Lambert",tlc2217@gmail.com,4,1
1908,"Matubis, Daniel Bernadette",dbm4906@gmail.com,4,2
1911,"Bagtas, Camilo",cb6741@gmail.com,2,1
1917,"Tacuycuy, Anastacia",at3350@gmail.com,4,1
1921,"Ducisin, Arvin Japheth",ajd5778@gmail.com,3,1
1922,"Galut, Diosdado Lorena",dlg5374@gmail.com,4,2
1924,"Gatpolintan, Gladys",gg4365@gmail.com,2,1
1926,"Motos, Goryo Sara",gsm6814@gmail.com,2,1
1929,"Dualan, Lance",ld2859@gmail.com,3,1
1930,"Inabayan, Althea Susanna",asi8269@gmail.com,4,2
1931,"Tabonda, Olivia",ot8607@gmail.com,3,1
1933,"Calo, Ronald Joselito",rjc9425@gmail.com,4,3
1935,"Conti, Alice Sharon",asc4348@gmail.com,2,1
1937,"Maglipon, Benito",bm3598@gmail.com,3,1
1941,"Pagunsan, Christopher",cp6653@gmail.com,3,1
1942,"Alampay, Erning Deborah",eda4545@gmail.com,4,1
1945,"Dupim, Lucia Andrew",lad5605@gmail.com,3,1
1946,"Punsoy, Reynaldo Benito",rbp4760@gmail.com,3,1
1951,"Lansang, Matthew Teodora",mtl7944@gmail.com,3,2
1953,"Pagsanjan, Henrietta",hp6701@gmail.com,3,1
1956,"Ampongan, Joyce Evangelina",jea6088@gmail.com,4,1
1959,"Batoon, Philip",pb1999@gmail.com,4,1
1960,"Hinagpis, Leonora Vivian",lvh1412@gmail.com,3,1
1963,"Talosig, Valerie",vt8829@gmail.com,3,1
1970,"Quinoy, Rosendo",rq8179@gmail.com,3,2
1972,"Mallabo, Arcadio",am3239@gmail.com,2,1
1974,"Bagsit, Amelia",ab5271@gmail.com,3,2
1976,"Quilala, Daryl Bonifacio",dbq1658@gmail.com,2,1
1980,"Bagaman, Adolfo",ab7807@gmail.com,3,1
1984,"Calagos, Elbert",ec4582@gmail.com,4,2
1986,"Manigbas, Eleuterio Gwyneth",egm4714@gmail.com,4,2
1988,"Raganit, Hilda Sara",hsr4066@gmail.com,3,2
1990,"Aganad, Dominic",da8895@gmail.com,3,1
1991,"Magplaya, Simon",sm7155@gmail.com,2,1
1992,"Calicdan, Carlos",cc4076@gmail.com,3,2
1993,"Kanlungan, Catherine Berto",cbk8522@gmail.com,2,1
1994,"Cagaoas, Gretchen Arvin",gac7860@gmail.com,4,2
1996,"Manasas, Camilo Berto",cbm7212@gmail.com,3,2
1999,"Bongot, Epifania",eb9876@gmail.com,4,2
2000,"Subaybay, Juanita Francisco",jfs5906@gmail.com,2,1
2001,"Talatala, Marina",mt9205@gmail.com,4,1
2002,"Balagtas, Kyle",kb7046@gmail.com,4,3
2003,"Balatbat, Penelope",pb6975@gmail.com,4,1
2004,"Corotan, Marc Estrella",mec2586@gmail.com,2,1
2007,"Daguhay, Isko",id4182@gmail.com,2,1
2012,"Dalogdog, Calixto",cd6379@gmail.com,4,1
2014,"Malbog, Constantino Renato",crm8259@gmail.com,2,1
2019,"Tagalicod, Selma Jessamine",sjt1995@gmail.com,2,1
2020,"Dumpay, Nelson",nd6254@gmail.com,4,1
2022,"Malikay, Bartolome",bm3455@gmail.com,2,1
2023,"Bantigui, Ezequiel Ricky",erb7619@gmail.com,3,1
2025,"Salang, Flordeliza Agapito",fas5004@gmail.com,4,2
2026,"Isip, Liam",li4976@gmail.com,2,1
2031,"Mallabo, Eurydice",em4538@gmail.com,3,2
2032,"Dayag, Alicia",ad1137@gmail.com,2,1
2034,"Moguet, Gregory Tadeo",gtm5507@gmail.com,4,1
2037,"Bongot, Earl",eb9056@gmail.com,2,1
2038,"Ugale, Felix Kanoy",fku2608@gmail.com,3,2
2040,"Mataac, Berto Hermenegildo",bhm7355@gmail.com,4,2
2042,"Macagba, Chelsea",cm5123@gmail.com,4,2
2043,"Baitan, Analiza Raquel",arb5076@gmail.com,4,2
2049,"Cabatuan, Edwin",ec1918@gmail.com,2,1
2052,"Dacayanan, Marlon",md4577@gmail.com,3,1
2055,"Pamintuan, Heather Ulysses",hup3456@gmail.com,4,3
2060,"Caoili, Christian",cc3437@gmail.com,3,1
2063,"Makiling, Arsenio",am2668@gmail.com,3,2
2066,"Cabudol, Genevieve Fe",gfc1030@gmail.com,4,3
2067,"Calupitan, Mark",mc6031@gmail.com,2,1
2068,"Cabauatan, Chloe",cc5602@gmail.com,4,2
2069,"Curaming, Jennifer",jc5498@gmail.com,3,2
2072,"Mailum, Valeriano",vm2668@gmail.com,4,1
2077,"Caniya, Carlos",cc8713@gmail.com,3,1
2079,"Dagohoy, Abigail Samuel",asd8713@gmail.com,2,1
2081,"Amurao, Sydney Berto",sba3578@gmail.com,3,2
2085,"Daomilas, Cecilia Marilyn",cmd5161@gmail.com,3,2
2088,"Baraoidan, Bonifacio",bb1030@gmail.com,4,1
2091,"Mallilin, Rico Catherine",rcm7595@gmail.com,3,2
2093,"Danao, Audrey",ad9481@gmail.com,2,1
2094,"Sampilo, Yolly",ys9179@gmail.com,4,3
2097,"Dagohoy, Clara",cd4084@gmail.com,3,1
2098,"Irong, Josefa Constantino",jci9591@gmail.com,3,2
2099,"Sablay, Kanoy Audrey",kas1926@gmail.com,3,1
2100,"Bandol, Mary Jane Guillermo",mjgb9288@gmail.com,4,3
2103,"Pagulayan, Kaloy",kp5094@gmail.com,3,1
2108,"Cabansag, Bernadette Leonardo",blc6096@gmail.com,3,2
2110,"Carungcong, Larissa",lc2328@gmail.com,4,3
2111,"Mangayo, Penelope Evelyn",pem7128@gmail.com,4,3
2113,"Tutaan, Joy",jt9688@gmail.com,4,1
2115,"Cabunoc, Antonio",ac5667@gmail.com,2,1
2116,"Mangalindan, Eugenia Leonora",elm4047@gmail.com,3,2
2117,"Dinolang, Alex Anastasio",aad2569@gmail.com,4,3
2118,"Manguingat, Keira",km8618@gmail.com,4,2
2121,"Alimboyugen, Mona",ma8559@gmail.com,3,2
2125,"Agati, Dennis",da5746@gmail.com,4,1
2132,"Sawi, Roger Gregory",rgs9713@gmail.com,4,3
2133,"Panaguinto, Veronica Nieves",vnp2850@gmail.com,3,1
